Package,Version,Group,Publisher,Repo_URL,Unclass_Total,Passes_SIA,eFOSS_Status,Is_Direct,Description,Mission_Justification,Mission_Impact,Is_Latest_Version,Older_Version_Justification,Prev_Approved_Versions,Vulnerabilities,Critical_or_High,Is_Executable,Non_Standard_File,Security_Scannable,Is_Modified,Procurement,OS_Identification,Alternate_Solutions,Used_On_Deliverable,Software_Type,End_Use,SIA_Scan_ID,SIA_Scan_Date,Stars,Forks,Closed_Issues,Releases,Tags,Age_Days,Last_Update_Hours,Prevalence_Score,Stars_Score,Forks_Score,Maturity_Score,Last_Update_Score,Trusted_Org_Bonus,Trusted_Orgs
spring-boot-starter-web,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,True,"Starter for building web, including RESTful, applications using Spring MVC. Uses Tomcat as the default embedded container (deprecated in favor of spring-boot-starter-webmvc)",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-starter-jackson,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Starter for using Jackson,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-jackson,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Jackson,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
jackson-databind,3.0.3,tools.jackson.core,FasterXML,https://github.com/FasterXML/jackson-databind,75,True,,False,General data-binding functionality for Jackson: works on core streaming API,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,a9026598-b1bf-41bc-a0b7-c3a0c35599df,2026-02-10T21:34:50.512819+00:00,3680,1463,3488,0,233,5164,6,20,10,15,15,15,0,
jackson-core,3.0.3,tools.jackson.core,FasterXML,https://github.com/FasterXML/jackson-core,75,True,,False,"Core Jackson processing abstractions (aka Streaming API), implementation for JSON",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,64f44b1c-5004-438b-ad41-98c98931edea,2026-02-10T21:34:50.487373+00:00,2349,826,768,0,187,5164,73,20,10,15,15,15,0,
spring-boot-starter-tomcat,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Starter for using Tomcat as the embedded servlet container,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-starter-tomcat-runtime,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Starter for the Tomcat runtime,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-web-server,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Web Server,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
tomcat-embed-core,11.0.15,org.apache.tomcat.embed,apache,https://github.com/apache/tomcat,75,True,,False,Core Tomcat implementation,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,20ac4aae-5f2d-4dcc-80d8-4cb8889c4683,2026-02-10T21:34:52.956383+00:00,8094,5342,0,0,514,5247,2,20,10,15,15,15,0,
tomcat-embed-websocket,11.0.15,org.apache.tomcat.embed,apache,https://github.com/apache/tomcat,75,True,,False,Core Tomcat implementation,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,20ac4aae-5f2d-4dcc-80d8-4cb8889c4683,2026-02-10T21:34:52.956383+00:00,8094,5342,0,0,514,5247,2,20,10,15,15,15,0,
spring-boot-tomcat,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Tomcat,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-http-converter,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot HTTP Converter,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-webmvc,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Web MVC,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-servlet,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Servlet,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-webmvc,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring Web MVC,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-boot-starter-websocket,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,True,Starter for using Spring MVC WebSocket support,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-starter-webmvc,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Starter for using Spring MVC and Tomcat,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-websocket,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot WebSocket,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-websocket,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring WebSocket,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-kafka,4.0.1,org.springframework.kafka,Spring IO,https://github.com/spring-projects/spring-kafka,85,True,,True,Spring Kafka Support,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,8adf76ab-8ba3-49eb-a5d0-d907477447c0,2026-02-10T21:34:53.276751+00:00,2449,1697,1745,246,288,3632,28,20,10,15,15,15,10,spring-projects
spring-context,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring Context,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-messaging,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring Messaging,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-tx,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring Transaction,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-orm,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,True,Spring Object/Relational Mapping,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-beans,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring Beans,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-core,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring Core,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-jdbc,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring JDBC,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-security-oauth2-jose,7.0.2,org.springframework.security,"Pivotal Software, Inc.",https://github.com/spring-projects/spring-security,85,True,,True,Spring Security,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,c9f9a518-d166-4b4f-b0af-109c823da531,2026-02-10T21:34:53.354799+00:00,9434,6247,12364,243,370,5145,2,20,10,15,15,15,10,spring-projects
spring-security-core,7.0.2,org.springframework.security,"Pivotal Software, Inc.",https://github.com/spring-projects/spring-security,85,True,,False,Spring Security,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,c9f9a518-d166-4b4f-b0af-109c823da531,2026-02-10T21:34:53.354799+00:00,9434,6247,12364,243,370,5145,2,20,10,15,15,15,10,spring-projects
spring-security-crypto,7.0.2,org.springframework.security,"Pivotal Software, Inc.",https://github.com/spring-projects/spring-security,85,True,,False,Spring Security,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,c9f9a518-d166-4b4f-b0af-109c823da531,2026-02-10T21:34:53.354799+00:00,9434,6247,12364,243,370,5145,2,20,10,15,15,15,10,spring-projects
spring-security-oauth2-core,7.0.2,org.springframework.security,"Pivotal Software, Inc.",https://github.com/spring-projects/spring-security,85,True,,False,Spring Security,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,c9f9a518-d166-4b4f-b0af-109c823da531,2026-02-10T21:34:53.354799+00:00,9434,6247,12364,243,370,5145,2,20,10,15,15,15,10,spring-projects
nimbus-jose-jwt,10.4,com.nimbusds,Connect2id Ltd.,https://github.com/felx/nimbus-jose-jwt,65,Undetermined,,False,Java library for Javascript Object Signing and Encryption (JOSE) and JSON Web Tokens (JWT),,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,2d7d42c6-0e77-4ae7-ba33-e87aedde1660,2026-02-10T21:34:53.035943+00:00,49,23,0,0,126,3074,203,20,5,10,15,15,0,
spring-security-config,7.0.2,org.springframework.security,"Pivotal Software, Inc.",https://github.com/spring-projects/spring-security,85,True,,True,Spring Security,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,c9f9a518-d166-4b4f-b0af-109c823da531,2026-02-10T21:34:53.354799+00:00,9434,6247,12364,243,370,5145,2,20,10,15,15,15,10,spring-projects
spring-aop,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring AOP,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-security-web,7.0.2,org.springframework.security,"Pivotal Software, Inc.",https://github.com/spring-projects/spring-security,85,True,,True,Spring Security,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,c9f9a518-d166-4b4f-b0af-109c823da531,2026-02-10T21:34:53.354799+00:00,9434,6247,12364,243,370,5145,2,20,10,15,15,15,10,spring-projects
spring-expression,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring Expression Language (SpEL),,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-web,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,False,Spring Web,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
spring-webflux,7.0.2,org.springframework,Spring IO,https://github.com/spring-projects/spring-framework,85,True,,True,Spring WebFlux,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3e41271c-a7c4-4f99-a8f5-50300840251a,2026-02-10T21:34:53.520718+00:00,59603,38914,27482,354,357,5544,7,20,10,15,15,15,10,spring-projects
reactor-core,3.8.1,io.projectreactor,reactor,https://github.com/reactor/reactor-core,75,True,,False,Non-Blocking Reactive Foundation for the JVM,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,fc90f73a-8a6f-4257-84bb-7726574e3cf4,2026-02-10T21:34:53.601356+00:00,5197,1245,1804,222,225,3746,9,20,10,15,15,15,0,
reactive-streams,1.0.4,org.reactivestreams,reactive-streams,https://github.com/reactive-streams/reactive-streams-jvm,75,True,,False,A Protocol for Asynchronous Non-Blocking Data Sequence,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,49dd72c4-5a4b-41bb-aa69-13360f224508,2026-02-10T21:34:53.238225+00:00,4865,532,249,0,23,4365,55,20,10,15,15,15,0,
springfox-swagger-ui,3.0.0,io.springfox,springfox,https://github.com/springfox/springfox,75,True,,True,JSON API documentation for spring based applications,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,71c3a209-9fd2-4149-8b1d-2528c1f6ad56,2026-02-10T21:34:53.242730+00:00,5943,1518,3324,12,88,5029,57,20,10,15,15,15,0,
springfox-spring-webmvc,3.0.0,io.springfox,springfox,https://github.com/springfox/springfox,75,True,,False,JSON API documentation for spring based applications,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,71c3a209-9fd2-4149-8b1d-2528c1f6ad56,2026-02-10T21:34:53.242730+00:00,5943,1518,3324,12,88,5029,57,20,10,15,15,15,0,
springfox-core,3.0.0,io.springfox,springfox,https://github.com/springfox/springfox,75,True,,False,JSON API documentation for spring based applications,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,71c3a209-9fd2-4149-8b1d-2528c1f6ad56,2026-02-10T21:34:53.242730+00:00,5943,1518,3324,12,88,5029,57,20,10,15,15,15,0,
springfox-swagger2,3.0.0,io.springfox,springfox,https://github.com/springfox/springfox,75,True,,True,JSON API documentation for spring based applications,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,71c3a209-9fd2-4149-8b1d-2528c1f6ad56,2026-02-10T21:34:53.242730+00:00,5943,1518,3324,12,88,5029,57,20,10,15,15,15,0,
springfox-spi,3.0.0,io.springfox,springfox,https://github.com/springfox/springfox,75,True,,False,JSON API documentation for spring based applications,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,71c3a209-9fd2-4149-8b1d-2528c1f6ad56,2026-02-10T21:34:53.242730+00:00,5943,1518,3324,12,88,5029,57,20,10,15,15,15,0,
springfox-schema,3.0.0,io.springfox,springfox,https://github.com/springfox/springfox,75,True,,False,JSON API documentation for spring based applications,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,71c3a209-9fd2-4149-8b1d-2528c1f6ad56,2026-02-10T21:34:53.242730+00:00,5943,1518,3324,12,88,5029,57,20,10,15,15,15,0,
springfox-swagger-common,3.0.0,io.springfox,springfox,https://github.com/springfox/springfox,75,True,,False,JSON API documentation for spring based applications,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,71c3a209-9fd2-4149-8b1d-2528c1f6ad56,2026-02-10T21:34:53.242730+00:00,5943,1518,3324,12,88,5029,57,20,10,15,15,15,0,
swagger-annotations,2.1.2,io.swagger.core.v3,swagger-api,https://github.com/swagger-api/swagger-core,75,True,,False,Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,9775794b-74bf-4c11-be4f-a0fabe3013f6,2026-02-10T21:34:53.510213+00:00,7519,2248,2245,126,159,5334,4,20,10,15,15,15,0,
springfox-spring-web,3.0.0,io.springfox,springfox,https://github.com/springfox/springfox,75,True,,False,JSON API documentation for spring based applications,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,71c3a209-9fd2-4149-8b1d-2528c1f6ad56,2026-02-10T21:34:53.242730+00:00,5943,1518,3324,12,88,5029,57,20,10,15,15,15,0,
classgraph,4.8.83,io.github.classgraph,classgraph,https://github.com/classgraph/classgraph,75,True,,False,"The uber-fast, ultra-lightweight classpath and module scanner for JVM languages.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,135a009b-89ed-4f22-ba2a-117368ac01ee,2026-02-10T21:34:53.683498+00:00,2955,300,448,427,428,4195,103,20,10,15,15,15,0,
springfox-spring-webflux,3.0.0,io.springfox,springfox,https://github.com/springfox/springfox,75,True,,False,JSON API documentation for spring based applications,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,71c3a209-9fd2-4149-8b1d-2528c1f6ad56,2026-02-10T21:34:53.242730+00:00,5943,1518,3324,12,88,5029,57,20,10,15,15,15,0,
classmate,1.7.0,com.fasterxml,fasterxml.com,https://github.com/FasterXML/java-classmate,71,True,,False,Library for introspecting types with full generic information including resolving of field and method types.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,d457771f-40f5-4354-899b-df4833297100,2026-02-10T21:34:53.369308+00:00,265,45,41,0,25,5619,197,16,10,15,15,15,0,
spring-plugin-metadata,2.0.0.RELEASE,org.springframework.plugin,"Pivotal Software, Inc.",https://github.com/spring-projects/spring-plugin,81,True,,False,Extension package for metadata based plugins,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,63d9286d-d2de-41d5-832d-bdaaa787e912,2026-02-10T21:34:53.389832+00:00,482,125,101,1,22,5104,446,16,10,15,15,15,10,spring-projects
swagger-annotations,1.5.20,io.swagger,swagger-api,https://github.com/swagger-api/swagger-core,75,True,,False,Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,9775794b-74bf-4c11-be4f-a0fabe3013f6,2026-02-10T21:34:53.510213+00:00,7519,2248,2245,126,159,5334,4,20,10,15,15,15,0,
swagger-models,1.5.20,io.swagger,swagger-api,https://github.com/swagger-api/swagger-core,75,True,,False,Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,9775794b-74bf-4c11-be4f-a0fabe3013f6,2026-02-10T21:34:53.510213+00:00,7519,2248,2245,126,159,5334,4,20,10,15,15,15,0,
mapstruct,1.3.1.Final,org.mapstruct,mapstruct,https://github.com/mapstruct/mapstruct,75,True,,False,An annotation processor for generating type-safe bean mappers,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,c5da5986-7604-4c37-8d3a-86acb9945bf5,2026-02-10T21:34:53.561667+00:00,7617,1011,2044,36,49,5006,14,20,10,15,15,15,0,
tomcat-annotations-api,11.0.15,org.apache.tomcat,apache,https://github.com/apache/tomcat,75,True,,True,Annotations Package,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,20ac4aae-5f2d-4dcc-80d8-4cb8889c4683,2026-02-10T21:34:52.956383+00:00,8094,5342,0,0,514,5247,2,20,10,15,15,15,0,
velocity-engine-core,2.4.1,org.apache.velocity,The Apache Software Foundation,https://github.com/apache/velocity-engine,75,True,,True,Apache Velocity is a general purpose template engine.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,d7121f29-b73a-4b34-8e17-a2f74a5e011f,2026-02-10T21:34:53.477773+00:00,403,134,0,0,57,4464,96,20,10,15,15,15,0,
commons-lang3,3.18.0,org.apache.commons,The Apache Software Foundation,https://github.com/apache/commons-lang,75,True,,False,"Apache Commons Lang, a package of Java utility classes for the classes that are in java.lang's hierarchy, or are considered to be so standard as to justify existence in java.lang. The code is tested using the latest revision of the JDK for supported LTS releases: 8, 11, 17 and 21 currently. See https://github.com/apache/commons-lang/blob/master/.github/workflows/maven.yml Please ensure your build environment is up-to-date and kindly report any build issues.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,8fcbf5e8-6c52-4125-973f-56a72c031a60,2026-02-10T21:34:53.502294+00:00,2933,1882,0,0,113,6110,34,20,10,15,15,15,0,
xml-apis,1.0.b2,xml-apis,Apache Software Foundation,,,,,True,"xml-commons provides an Apache-hosted set of DOM, SAX, and JAXP interfaces for use in other xml-based projects. Our hope is that we can standardize on both a common version and packaging scheme for these critical XML standards interfaces to make the lives of both our developers and users easier. The External Components portion of xml-commons contains interfaces that are defined by external standards organizations. For DOM, that's the W3C; for SAX it's David Megginson and sax.sourceforge.net; for JAXP it's Sun.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,,,,,,,,,,,,,,,,
annotations,17.0.0,org.jetbrains,JetBrains,https://github.com/JetBrains/java-annotations,69,Undetermined,,True,A set of annotations used for code inspection support and code documentation.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,4976fb46-295b-4540-9927-8a849cc7f39f,2026-02-10T21:34:53.760125+00:00,454,67,59,21,21,2917,42,14,10,15,15,15,0,
byte-buddy,1.18.3,net.bytebuddy,raphw,https://github.com/raphw/byte-buddy,75,True,,True,Byte Buddy is a Java library for creating Java classes at run time. This artifact is a build of Byte Buddy with all ASM dependencies repackaged into its own name space.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,1d8b1dd9-25e5-46e2-9688-7a6ea31fbad3,2026-02-10T21:34:53.840904+00:00,6755,846,1499,310,310,4460,12,20,10,15,15,15,0,
jackson-dataformat-yaml,2.20.1,com.fasterxml.jackson.dataformat,FasterXML,https://github.com/FasterXML/jackson-dataformats-text,75,True,,True,Support for reading and writing YAML-encoded data via Jackson abstractions.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,808b1280-1624-40a0-afc1-8a4f68d69c96,2026-02-10T21:34:53.623468+00:00,443,153,270,0,106,3250,330,20,10,15,15,15,0,
snakeyaml,2.5,org.yaml,snakeyaml,https://github.com/snakeyaml/snakeyaml,55,Undetermined,,False,YAML 1.1 parser and emitter for Java,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,69076e12-ae64-48e2-bc0d-d9073402089d,2026-02-10T21:34:53.702026+00:00,149,52,0,0,0,1573,411,0,10,15,15,15,0,
jackson-datatype-jdk8,2.20.1,com.fasterxml.jackson.datatype,FasterXML,https://github.com/FasterXML/jackson-modules-java8,75,True,,True,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support JDK 8 data types.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,24578335-ff66-4617-bcbd-a60b6877996d,2026-02-10T21:34:50.526325+00:00,417,123,219,0,99,3387,551,20,10,15,15,15,0,
jackson-dataformat-csv,2.20.1,com.fasterxml.jackson.dataformat,FasterXML,https://github.com/FasterXML/jackson-dataformats-text,75,True,,True,Support for reading and writing CSV-encoded data via Jackson abstractions.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,808b1280-1624-40a0-afc1-8a4f68d69c96,2026-02-10T21:34:53.623468+00:00,443,153,270,0,106,3250,330,20,10,15,15,15,0,
jna,5.18.1,net.java.dev.jna,java-native-access,https://github.com/java-native-access/jna,75,True,,True,Java Native Access,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,a4a72ac0-854a-42bc-b550-332095497d5a,2026-02-10T21:34:50.559205+00:00,8890,1685,729,0,69,5401,12,20,10,15,15,15,0,
